knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K08328	188.80	domain	all	0.972109	519	462	990	189	1.84	0.590	guanylate cyclase activator 1
K08329	140.97	full	all	1.000000	110	109	1836	479	3.86	0.590	autophagy-related protein 17
K08330	208.87	domain	all	0.973334	257	253	4418	1056	9.48	0.590	autophagy-related protein 11
K08331	54.37	full	trim	0.997260	569	542	3703	466	7.11	0.590	autophagy-related protein 13
K08332	139.43	domain	all	0.963218	381	368	3317	487	5.15	0.590	vacuolar protein 8
K08333	154.33	domain	all	0.998968	491	484	7948	1232	4.33	0.590	phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]
K08334	63.17	domain	all	0.992145	532	506	3207	421	3.62	0.590	beclin
K08335	217.10	full	all	1.000000	15	15	551	352	1.70	0.590	autophagy-related protein 14
K08336	57.33	full	all	0.987975	456	417	953	117	2.23	0.590	ubiquitin-like protein ATG12
K08337	112.40	full	all	0.990900	494	490	4815	647	1.98	0.590	ubiquitin-like modifier-activating enzyme ATG7
K08338	98.23	full	all	1.000000	15	15	273	164	1.37	0.590	ubiquitin-like-conjugating enzyme ATG10
K08339	61.03	full	all	0.993056	449	429	1953	281	3.09	0.590	autophagy-related protein 5
K08340	89.30	domain	all	1.000000	16	16	202	125	1.26	0.591	autophagy-related protein 16
K08341	127.60	domain	all	0.950711	1468	1077	2033	118	2.32	0.590	GABA(A) receptor-associated protein
K08342	42.80	full	all	0.996973	1020	988	6327	365	3.09	0.590	cysteine protease ATG4 [EC:3.4.22.-]
K08343	74.33	full	all	1.000000	529	490	2737	282	2.12	0.590	ubiquitin-like-conjugating enzyme ATG3
K08344	549.27	full	all	0.993215	358	297	1142	687	1.85	0.590	suppressor for copper-sensitivity B
K08348	1653.50	full	all	0.442034	421	261	1075	1015	0.77	0.589	formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]
K08349	597.73	full	all	0.975137	297	142	383	295	0.54	0.588	formate dehydrogenase-N, beta subunit
K08350	403.77	full	all	0.996255	297	137	274	217	0.51	0.591	formate dehydrogenase-N, gamma subunit
K08351	1030.33	full	all	0.963507	705	537	1324	767	1.38	0.591	biotin/methionine sulfoxide reductase [EC:1.-.-.-]
K08352	509.83	full	all	0.993763	285	242	1630	736	3.19	0.590	thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5]
K08353	353.43	full	all	0.982456	72	30	223	192	0.50	0.588	thiosulfate reductase electron transport protein
K08354	192.43	full	all	1.000000	191	90	644	265	1.22	0.590	thiosulfate reductase cytochrome b subunit
K08355	136.90	full	all	1.000000	93	83	287	179	1.52	0.590	arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1]
K08356	760.27	full	all	0.976598	91	85	1384	853	1.63	0.590	arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1]
K08357	311.47	domain	all	1.000000	276	232	1262	1028	1.65	0.589	tetrathionate reductase subunit A
K08358	245.47	domain	all	0.982224	280	202	544	244	1.10	0.590	tetrathionate reductase subunit B
K08359	230.30	full	all	0.992443	261	202	551	359	2.62	0.590	tetrathionate reductase subunit C
K08360	234.20	full	all	0.875051	781	736	1829	229	2.88	0.590	cytochrome b-561 [EC:7.2.1.3]
K08362	781.77	full	trim	0.886697	145	115	964	412	0.81	0.590	thyroid hormone receptor beta
K08363	41.97	full	trim	0.995502	529	334	380	117	3.75	0.590	mercuric ion transport protein
K08364	74.03	domain	all	0.825044	576	358	401	99	4.04	0.590	periplasmic mercuric ion binding protein
K08365	144.47	full	trim	0.821293	641	427	338	132	1.72	0.589	MerR family transcriptional regulator, mercuric resistance operon regulatory protein
K08366	60.57	full	all	1.000000	259	249	866	182	3.45	0.590	biogenesis of lysosome-related organelles complex 1 subunit 4
K08367	672.27	full	all	0.783110	147	138	1188	457	1.53	0.590	runt-related transcription factor 1
K08368	333.10	domain	all	0.952321	581	407	899	436	3.16	0.590	MFS transporter, putative metabolite transport protein
K08369	351.37	domain	trim	0.937041	2246	1676	1724	441	4.84	0.590	MFS transporter, putative metabolite:H+ symporter
K08370	325.50	full	all	0.991227	122	115	551	286	0.97	0.591	cytochrome b reductase 1 [EC:7.2.1.3]
K08371	99.23	domain	trim	0.973995	225	207	592	225	3.68	0.590	cytochrome b-561 domain containing protein 2
K08372	349.43	domain	all	0.935075	839	716	3029	418	2.42	0.590	putative serine protease PepD [EC:3.4.21.-]
K08373	399.57	full	all	1.000000	55	53	466	350	1.03	0.590	C-C chemokine receptor-like 2
K08374	317.60	full	trim	0.964762	189	186	1041	360	1.68	0.589	KISS1 receptor
K08375	417.67	full	all	0.497800	525	521	3728	334	4.00	0.590	neuropeptide FF receptor 2
K08376	309.80	domain	trim	0.869133	206	198	1236	346	2.21	0.590	neuropeptide S receptor
K08377	584.17	full	all	0.944245	128	124	601	333	0.75	0.592	neuropeptides B/W receptor 2
K08378	320.93	domain	all	0.838649	213	208	1673	399	2.82	0.590	pyroglutamylated RFamide peptide receptor
K08379	728.67	full	all	0.678363	79	73	742	394	0.89	0.591	prokineticin receptor 1
K08380	617.53	full	trim	0.660855	128	119	1032	382	1.56	0.589	prokineticin receptor 2
K08381	395.13	full	all	0.957681	34	34	781	349	0.90	0.590	G protein-coupled receptor 32
K08382	374.77	domain	all	0.961734	99	96	769	346	1.23	0.590	G protein-coupled receptor 33
K08383	328.33	domain	trim	0.983424	193	173	590	349	1.22	0.590	G protein-coupled receptor 34
K08384	677.27	full	all	0.917389	554	454	1852	679	3.07	0.590	stage V sporulation protein D (sporulation-specific penicillin-binding protein)
K08385	292.67	full	all	0.964501	310	301	1602	365	2.00	0.589	G0-opsin
K08386	375.97	domain	all	0.963441	147	143	601	345	1.37	0.589	P2Y purinoceptor 8
K08387	367.50	full	all	0.615950	83	79	625	332	1.28	0.589	P2Y purinoceptor 11
K08388	452.63	domain	all	0.893673	146	144	896	337	1.17	0.590	P2Y purinoceptor 13
K08389	418.50	domain	all	0.970122	97	87	623	348	1.27	0.591	G protein-coupled receptor 87
K08390	406.87	full	trim	0.963412	87	80	524	367	0.90	0.589	lysophosphatidic acid receptor 5
K08391	490.90	domain	all	0.983120	128	121	596	331	0.68	0.589	G protein-coupled receptor 174
K08392	363.43	domain	all	0.964900	60	59	830	320	1.28	0.590	Mas-related G protein-coupled receptor member D
K08393	425.80	full	all	1.000000	23	23	611	314	0.64	0.589	Mas-related G protein-coupled receptor member E
K08394	413.23	domain	all	1.000000	51	50	549	343	0.51	0.589	Mas-related G protein-coupled receptor member F
K08395	241.30	domain	trim	0.977753	45	43	651	290	1.10	0.589	Mas-related G protein-coupled receptor member G
K08396	331.63	domain	trim	0.921430	298	289	1335	328	2.27	0.590	Mas-related G protein-coupled receptor member X
K08397	436.63	full	trim	0.949826	344	339	1352	397	1.19	0.590	relaxin family peptide receptor 3
K08398	472.40	full	all	0.951164	58	55	624	376	1.00	0.591	relaxin family peptide receptor 4
K08399	1102.87	full	trim	0.863212	189	185	3535	1008	1.91	0.590	leucine-rich repeat-containing G protein-coupled receptor 6
K08400	302.77	full	all	1.000000	111	105	746	322	0.98	0.591	G protein-coupled bile acid receptor 1
K08401	600.83	full	all	0.989247	53	48	541	343	0.50	0.588	hydroxycarboxylic acid receptor 1
K08402	374.87	domain	all	0.752117	217	213	821	326	2.19	0.590	hydroxycarboxylic acid receptor 2/3
K08403	398.27	domain	all	0.975071	87	84	474	361	1.07	0.591	G protein-coupled receptor 15
K08404	341.70	domain	all	0.980453	166	156	596	329	1.41	0.589	G protein-coupled receptor 17
K08405	365.60	domain	all	0.960062	93	91	783	364	1.26	0.589	G protein-coupled receptor 25
K08406	404.23	full	all	0.876128	59	58	461	318	1.14	0.591	12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor
K08407	627.13	full	all	0.981982	128	114	568	365	1.15	0.591	G protein-coupled receptor 52
K08408	496.33	full	all	0.940026	145	133	709	348	1.21	0.590	ovarian cancer G-protein coupled receptor 1
K08409	532.90	full	trim	0.919393	125	119	573	370	1.52	0.589	G protein-coupled receptor 45
K08410	524.47	full	all	1.000000	125	115	487	329	0.58	0.590	N-arachidonyl glycine receptor
K08411	443.87	full	all	0.967591	249	223	978	339	0.94	0.588	G protein-coupled receptor 26
K08412	388.93	full	all	0.962118	138	137	604	436	1.23	0.590	G protein-coupled receptor 39
K08413	356.73	domain	all	0.983227	128	123	660	316	1.02	0.589	G protein-coupled receptor 55
K08414	306.83	domain	trim	0.992016	263	247	1034	424	1.16	0.591	G protein-coupled receptor 61
K08415	293.93	full	all	0.940887	48	45	425	363	0.73	0.589	G protein-coupled receptor 62
K08416	385.43	domain	all	0.981215	115	109	545	328	0.91	0.591	psychosine receptor
K08417	251.17	full	all	1.000000	123	119	1035	548	1.25	0.589	G protein-coupled receptor 75
K08418	677.80	full	all	0.962963	15	14	397	363	0.56	0.592	G protein-coupled receptor 78
K08419	382.23	full	all	0.986252	153	148	469	325	1.02	0.588	oxoglutarate (alpha-ketoglutarate) receptor 1
K08420	341.57	full	all	0.978495	102	97	575	351	1.52	0.589	G protein-coupled receptor 82
K08421	302.97	domain	trim	0.978352	121	113	705	396	1.92	0.590	G protein-coupled receptor 84
K08422	158.17	domain	all	0.977948	96	88	810	333	1.20	0.591	G protein-coupled receptor 88
K08423	344.27	full	all	0.994709	99	95	712	388	0.84	0.589	G protein-coupled receptor 101
K08424	218.00	domain	all	0.984220	134	129	768	333	1.58	0.590	glucose-dependent insulinotropic receptor
K08425	213.33	domain	all	0.958965	102	96	829	354	1.59	0.589	free fatty acid receptor 4
K08426	345.90	full	all	0.981011	162	158	1000	338	1.08	0.589	G protein-coupled receptor 132
K08427	221.27	domain	trim	0.995556	119	104	953	441	1.65	0.589	G protein-coupled receptor 135
K08428	353.33	full	trim	0.770635	207	179	1291	341	3.61	0.590	G protein-coupled receptor 139
K08429	228.93	full	all	0.996491	145	140	618	298	1.17	0.590	G protein-coupled receptor 141
K08430	425.97	full	all	0.950977	113	112	1265	341	0.93	0.591	G protein-coupled receptor 142
K08431	372.00	full	all	1.000000	127	123	751	333	0.75	0.590	G protein-coupled receptor 146
K08432	135.80	full	all	0.988141	125	125	661	337	2.82	0.590	G protein-coupled receptor 148
K08433	327.90	full	all	1.000000	130	129	1301	730	1.06	0.591	G protein-coupled receptor 149
K08434	303.37	full	all	0.945207	56	56	738	409	1.47	0.590	G protein-coupled receptor 150
K08435	352.10	full	all	1.000000	135	133	693	408	1.36	0.590	G protein-coupled receptor 151
K08436	346.57	full	all	0.991870	59	59	706	471	0.90	0.590	G protein-coupled receptor 152
K08437	717.80	full	trim	0.949878	115	109	1088	619	0.83	0.589	G protein-coupled receptor 153
K08438	184.37	full	all	1.000000	140	135	581	338	2.87	0.590	G protein-coupled receptor 160
K08439	319.00	domain	all	0.914103	164	159	1601	503	2.77	0.590	G protein-coupled receptor 161
K08440	811.87	full	all	0.969689	87	82	1296	587	0.61	0.591	G protein-coupled receptor 162
K08441	438.47	full	all	0.995025	109	102	734	322	0.71	0.589	G protein-coupled receptor 171
K08442	679.80	full	all	1.000000	123	121	928	527	0.67	0.588	G protein-coupled receptor 176
K08443	1046.43	full	trim	0.853672	99	95	2021	774	1.09	0.590	adhesion G protein-coupled receptor E2
K08444	794.27	domain	all	0.576923	113	113	2165	638	1.80	0.589	adhesion G protein-coupled receptor E3
K08445	892.10	domain	all	0.828321	66	66	1431	657	0.99	0.589	adhesion G protein-coupled receptor E4
K08446	723.17	domain	trim	0.748035	162	158	1825	780	1.48	0.590	CD97 antigen
K08447	137.37	full	all	0.947935	149	143	1123	146	1.26	0.591	receptor activity modifying protein 1
K08448	152.73	full	all	0.961103	127	119	640	165	1.44	0.591	receptor activity modifying protein 2
K08449	143.73	full	trim	0.957242	128	118	513	158	1.28	0.590	receptor activity modifying protein 3
K08450	497.47	domain	trim	0.959543	129	127	1465	659	1.84	0.591	adhesion G-protein coupled receptor G1
K08451	846.47	full	all	0.648909	307	305	8215	872	4.03	0.590	adhesion G-protein coupled receptor G2
K08452	463.27	domain	trim	0.927676	112	108	1657	542	1.30	0.590	adhesion G-protein coupled receptor G3
K08453	997.37	domain	all	0.934127	66	65	1547	890	1.16	0.589	adhesion G-protein coupled receptor F1
K08454	1048.73	full	all	0.979798	50	50	908	670	0.67	0.592	adhesion G-protein coupled receptor F2
K08455	949.47	full	all	0.854584	139	139	4523	1299	3.03	0.590	adhesion G-protein coupled receptor G4
K08456	591.57	domain	trim	0.948823	132	112	1937	1006	1.73	0.590	adhesion G-protein coupled receptor F3
K08457	1005.03	full	all	0.965686	77	76	1166	689	0.82	0.592	adhesion G-protein coupled receptor F4
K08458	733.23	domain	all	0.905709	189	187	7180	1473	2.18	0.590	adhesion G-protein coupled receptor F5
K08459	504.13	domain	all	0.911182	86	86	1814	523	1.30	0.591	adhesion G-protein coupled receptor G5
K08460	681.83	full	all	0.625470	116	113	1917	597	1.00	0.589	adhesion G protein-coupled receptor A1
K08461	1718.13	full	trim	0.947301	129	118	2498	1317	0.83	0.591	adhesion G protein-coupled receptor A2
K08462	1419.03	full	trim	0.784355	242	240	4755	1287	2.72	0.590	adhesion G protein-coupled receptor A3
K08463	936.77	domain	all	0.927950	141	141	6660	1260	2.68	0.590	adhesion G-protein coupled receptor G6
K08464	236.17	domain	trim	0.995984	129	96	1395	770	1.80	0.590	adhesion G-protein coupled receptor G7
K08465	454.73	domain	trim	0.911300	166	165	2857	824	2.84	0.590	adhesion G-protein coupled receptor D1
K08466	422.60	domain	all	0.985507	142	141	2898	1018	1.53	0.590	adhesion G-protein coupled receptor D2
K08467	139.63	domain	trim	0.989974	199	196	1410	329	2.89	0.590	G protein-coupled receptor 157
K08468	428.37	domain	all	0.956497	108	104	657	360	1.03	0.589	G protein-coupled receptor family C group 5 member A
K08469	834.13	full	all	0.772597	275	274	4721	832	3.05	0.590	G protein-coupled receptor 158
K08470	96.23	full	all	1.000000	185	179	1144	401	2.54	0.590	ocular albinism type 1 protein
K08471	49.13	domain	all	0.880674	1514	1502	9274	292	16.34	0.590	gustatory receptor
K08472	75.70	full	all	0.996877	1675	1596	3863	463	2.28	0.590	mlo protein
K08473	66.87	full	all	0.853962	1250	1231	5083	292	15.13	0.590	nematode chemoreceptor
K08474	92.97	full	trim	0.991198	1580	1545	2295	299	6.09	0.590	taste receptor type 2
K08475	338.67	domain	all	0.976526	187	108	903	787	2.15	0.590	two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]
K08476	494.77	full	all	0.984924	184	101	449	416	1.05	0.590	two-component system, NtrC family, phosphoglycerate transport system response regulator PgtA
K08477	642.87	full	all	0.969697	54	17	412	312	0.59	0.593	outer membrane protease E [EC:3.4.21.-]
K08478	263.97	full	all	1.000000	180	109	593	419	1.60	0.589	phosphoglycerate transport regulatory protein PgtC
K08479	448.93	full	all	0.995025	111	103	496	380	1.05	0.590	two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]
K08480	174.33	full	all	1.000000	90	83	485	293	1.56	0.590	circadian clock protein KaiA
K08481	53.60	domain	trim	0.997175	398	299	391	96	1.89	0.596	circadian clock protein KaiB
K08482	120.03	domain	all	0.992270	984	910	1874	472	6.71	0.590	circadian clock protein KaiC
K08483	643.50	full	all	0.527243	4196	3105	3862	570	3.60	0.590	phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]
K08484	668.43	full	all	0.989102	1319	970	1257	751	2.17	0.590	phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]
K08485	109.13	domain	all	0.933326	653	263	153	90	1.46	0.634	phosphocarrier protein NPr
K08486	206.00	full	all	0.711560	1747	1594	3437	281	6.45	0.590	syntaxin 1B/2/3
K08487	278.30	full	all	0.992116	338	320	517	293	1.68	0.591	syntaxin 11
K08488	284.57	full	trim	0.792358	370	342	932	269	2.71	0.590	syntaxin 7
K08489	130.77	domain	trim	0.986298	614	591	1952	292	3.86	0.590	syntaxin 16
K08490	105.50	domain	all	0.988105	662	629	2549	315	2.93	0.591	syntaxin 5
K08491	124.07	domain	all	0.983421	194	180	664	302	2.91	0.590	syntaxin 17
K08492	93.50	full	all	0.996159	411	391	1944	313	4.04	0.590	syntaxin 18
K08493	84.10	full	all	0.982746	951	882	1451	219	5.77	0.590	vesicle transport through interaction with t-SNAREs 1
K08494	100.50	domain	all	0.991870	325	309	741	256	3.54	0.590	novel plant SNARE
K08495	82.80	domain	trim	0.994958	650	596	1112	229	3.62	0.590	golgi SNAP receptor complex member 1
K08496	77.67	full	trim	0.981569	489	458	965	214	4.43	0.590	golgi SNAP receptor complex member 2
K08497	68.07	full	all	0.978313	483	458	2024	289	7.36	0.590	protein transport protein SEC20
K08498	121.67	full	all	0.942982	517	482	1935	252	3.23	0.590	syntaxin 6
K08499	177.40	full	all	0.906667	40	38	291	215	1.80	0.590	member of the syntaxin family of t-SNAREs
K08500	214.27	domain	all	0.266667	5	5	261	233	1.08	0.592	syntaxin of plants SYP6
K08501	135.53	full	trim	0.832080	333	319	1593	231	4.54	0.590	syntaxin 8
K08502	170.50	full	all	1.000000	107	106	1558	358	2.32	0.590	regulator of vacuolar morphogenesis
K08503	175.73	full	all	0.974992	234	217	645	233	1.69	0.590	syntaxin of plants SYP5
K08504	65.03	domain	all	0.970435	816	741	1065	113	3.80	0.590	blocked early in transport 1
K08505	74.13	domain	all	0.968161	195	177	295	122	2.07	0.590	protein transport protein SFT1
K08506	83.33	domain	all	0.980029	339	324	1141	263	5.00	0.590	syntaxin of plants SYP7
K08507	75.70	full	all	0.995745	373	351	1135	246	5.56	0.590	unconventional SNARE in the endoplasmic reticulum protein 1
K08508	319.90	full	all	0.934357	144	129	698	210	0.93	0.590	synaptosomal-associated protein 23
K08509	136.97	full	all	0.985073	211	203	779	258	3.01	0.590	synaptosomal-associated protein 29
K08510	212.67	full	all	0.763046	133	115	474	122	0.95	0.589	vesicle-associated membrane protein 1
K08511	230.73	full	all	0.968965	614	547	854	220	1.31	0.590	vesicle-associated membrane protein 72
K08512	130.97	full	all	0.898477	147	123	432	107	1.10	0.591	vesicle-associated membrane protein 8
K08513	116.20	domain	all	0.911485	300	266	870	145	2.81	0.590	vesicle-associated membrane protein 4
K08514	115.20	domain	all	0.953169	118	112	414	125	1.99	0.590	vesicle-associated membrane protein 5
K08515	249.37	domain	all	0.818443	788	719	1789	218	5.37	0.590	vesicle-associated membrane protein 7
K08516	94.53	full	all	0.986890	623	570	1251	198	2.40	0.590	synaptobrevin homolog YKT6
K08517	137.40	full	all	0.984402	673	582	1077	215	2.79	0.590	vesicle transport protein SEC22
K08518	490.43	full	trim	0.869264	696	674	8114	1017	4.33	0.590	syntaxin-binding protein 5
K08519	191.90	full	all	0.995781	156	116	728	210	0.99	0.591	syntaxin-binding protein 6
K08520	182.97	full	all	0.989850	273	249	694	303	1.86	0.590	SEC22 vesicle trafficking protein A/C
K08521	150.00	full	all	0.717770	99	95	563	157	1.25	0.589	lutropin subunit beta
K08522	104.27	full	all	1.000000	132	114	255	120	0.77	0.588	glycoprotein hormones alpha chain
K08523	165.07	full	all	0.996337	145	138	539	206	1.30	0.591	heparin-binding EGF-like growth factor
K08524	796.70	full	all	0.658854	226	208	2808	447	1.20	0.590	retinoid X receptor alpha
K08525	805.80	full	all	0.913538	109	102	990	451	0.73	0.590	retinoid X receptor beta
